filename,R_ct (ohm),C_dl (uF),R_s (ohm),A_W (ohm s^0.5),leaky exponent,fitting MRE (%)
./sp/spBigLeaf2.mat,18912.7077692715,0.0111193504593122,373.941953988248,211589.083202544,0.710215807039005,1.51309712636127
./sp/spBigLeaf3.mat,30727.0436259719,0.0108580954260205,893.593764094402,254958.106402274,0.700000000626629,5.44354081087226
./sp/spBigLeaf4.mat,27022.2747759225,0.010985379456149,302.181493623732,204106.965730511,0.743615017610224,5.03426085488276
./sp/spBigLeaf5.mat,16389.5235655151,0.0288163334628057,130.298500981298,197437.497666465,0.737869874640562,3.54896247486011
./nsp/nspBigLeaf1.mat,2781.03406833647,0.258729442351376,17.9033140008128,192315.188825869,0.700000013092991,4.56030620099247
./nsp/nspBigLeaf2.mat,4609.74221791485,0.223063509339663,10.000004717602,178423.094269333,0.702390014663083,6.70219847975038
./nsp/nspBigLeaf4.mat,2676.20979665527,0.136844520058007,56.8504359408301,200120.915372216,0.700000004016285,4.41624481762406
./nsp/nspBigLeaf5.mat,3595.79502843766,0.0664840193342545,49.0716553190513,192408.256426921,0.753529262210189,2.65365322940417
